"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","09 Jan 2021","30","1.41"
"MFP","09 Jan 2021","31","1.33"
"MFP","09 Jan 2021","32","1.88"
"MFP","09 Jan 2021","33","8.00"
"MFP","09 Jan 2021","34","2.80"
"MFP","09 Jan 2021","35","8.00"
"MFP","09 Jan 2021","36","8.00"
"MFP","09 Jan 2021","37","8.00"
"MFP","09 Jan 2021","38","8.00"
"MFP","09 Jan 2021","39","8.00"
"MFP","09 Jan 2021","40","8.00"
"MFP","09 Jan 2021","41","8.00"
"MFP","09 Jan 2021","42","2.22"
"MFP","09 Jan 2021","43","1.33"
"MFP","09 Jan 2021","44","1.28"
"MFP","09 Jan 2021","45","1.33"
"MFP","09 Jan 2021","46","1.33"
"MFP","09 Jan 2021","47","1.28"
"MFP","09 Jan 2021","48","1.28"
"MFP","10 Jan 2021","1","1.42"
"MFP","10 Jan 2021","2","1.20"
"MFP","10 Jan 2021","3","0.90"
"MFP","10 Jan 2021","4","0.88"
"MFP","10 Jan 2021","5","0.90"
"MFP","10 Jan 2021","6","0.88"
"MFP","10 Jan 2021","7","0.88"
"MFP","10 Jan 2021","8","0.60"
"MFP","10 Jan 2021","9","0.88"
"MFP","10 Jan 2021","10","0.60"
"MFP","10 Jan 2021","11","0.90"
"MFP","10 Jan 2021","12","1.20"
"MFP","10 Jan 2021","13","8.00"
"MFP","10 Jan 2021","14","8.00"
"MFP","10 Jan 2021","15","9.88"
"MFP","10 Jan 2021","16","8.00"
"MFP","10 Jan 2021","17","8.00"
"MFP","10 Jan 2021","18","8.00"
"MFP","10 Jan 2021","19","8.00"
"MFP","10 Jan 2021","20","1.33"
"MFP","10 Jan 2021","21","6.29"
"MFP","10 Jan 2021","22","6.29"
"MFP","10 Jan 2021","23","6.29"
"MFP","10 Jan 2021","24","5.30"
"MFP","10 Jan 2021","25","5.30"
"MFP","10 Jan 2021","26","5.21"
"MFP","10 Jan 2021","27","5.31"
"MFP","10 Jan 2021","28","6.29"
"MFP","10 Jan 2021","29","6.29"
"MFP","10 Jan 2021","30","5.20"
"MFP","10 Jan 2021","31","1.33"
"MFP","10 Jan 2021","32","1.88"
"MFP","10 Jan 2021","33","2.83"
"MFP","10 Jan 2021","34","2.83"
"MFP","10 Jan 2021","35","4.00"
"MFP","10 Jan 2021","36","5.70"
"MFP","10 Jan 2021","37","8.00"
"MFP","10 Jan 2021","38","8.00"
"MFP","10 Jan 2021","39","8.00"
"MFP","10 Jan 2021","40","7.10"
"MFP","10 Jan 2021","41","2.70"
"MFP","10 Jan 2021","42","1.20"
"MFP","10 Jan 2021","43","1.20"
"MFP","10 Jan 2021","44","1.20"
"MFP","10 Jan 2021","45","1.20"
"MFP","10 Jan 2021","46","1.28"
"MFP","10 Jan 2021","47","1.20"
"MFP","10 Jan 2021","48","1.20"
"MFP","11 Jan 2021","1","0.01"
"MFP","11 Jan 2021","2","0.01"
"MFP","11 Jan 2021","3","0.01"
"MFP","11 Jan 2021","4","0.01"
"MFP","11 Jan 2021","5","0.01"
"MFP","11 Jan 2021","6","0.01"
"MFP","11 Jan 2021","7","0.01"
"MFP","11 Jan 2021","8","0.01"
"MFP","11 Jan 2021","9","0.01"
"MFP","11 Jan 2021","10","0.01"
"MFP","11 Jan 2021","11","0.01"
"MFP","11 Jan 2021","12","0.50"
"MFP","11 Jan 2021","13","1.00"
"MFP","11 Jan 2021","14","1.00"
"MFP","11 Jan 2021","15","1.12"
"MFP","11 Jan 2021","16","3.92"
"MFP","11 Jan 2021","17","6.88"
"MFP","11 Jan 2021","18","9.33"
"MFP","11 Jan 2021","19","10.21"
"MFP","11 Jan 2021","20","3.33"
"MFP","11 Jan 2021","21","3.03"
"MFP","11 Jan 2021","22","1.33"
"MFP","11 Jan 2021","23","0.56"
"MFP","11 Jan 2021","24","0.10"
"MFP","11 Jan 2021","25","0.10"
"MFP","11 Jan 2021","26","0.01"
"MFP","11 Jan 2021","27","0.10"
"MFP","11 Jan 2021","28","0.56"
"MFP","11 Jan 2021","29","0.10"
"MFP","11 Jan 2021","30","0.06"
"MFP","11 Jan 2021","31","0.06"
"MFP","11 Jan 2021","32","0.50"
"MFP","11 Jan 2021","33","0.56"
"MFP","11 Jan 2021","34","0.50"
"MFP","11 Jan 2021","35","0.50"
"MFP","11 Jan 2021","36","0.88"
"MFP","11 Jan 2021","37","0.90"
"MFP","11 Jan 2021","38","0.90"
"MFP","11 Jan 2021","39","0.90"
"MFP","11 Jan 2021","40","0.90"
"MFP","11 Jan 2021","41","0.88"
"MFP","11 Jan 2021","42","0.10"
"MFP","11 Jan 2021","43","0.10"
"MFP","11 Jan 2021","44","0.01"
"MFP","11 Jan 2021","45","0.01"
"MFP","11 Jan 2021","46","0.10"
"MFP","11 Jan 2021","47","0.01"
"MFP","11 Jan 2021","48","0.01"
"MFP","12 Jan 2021","1","0.01"
"MFP","12 Jan 2021","2","0.01"
"MFP","12 Jan 2021","3","0.01"
"MFP","12 Jan 2021","4","0.01"
"MFP","12 Jan 2021","5","0.01"
"MFP","12 Jan 2021","6","0.01"
"MFP","12 Jan 2021","7","0.01"
"MFP","12 Jan 2021","8","0.01"
"MFP","12 Jan 2021","9","0.01"
"MFP","12 Jan 2021","10","0.01"
"MFP","12 Jan 2021","11","0.01"
"MFP","12 Jan 2021","12","0.01"
"MFP","12 Jan 2021","13","0.88"
"MFP","12 Jan 2021","14","0.88"
"MFP","12 Jan 2021","15","1.00"
"MFP","12 Jan 2021","16","1.12"
"MFP","12 Jan 2021","17","2.79"
"MFP","12 Jan 2021","18","5.38"
"MFP","12 Jan 2021","19","6.09"
"MFP","12 Jan 2021","20","9.06"
"MFP","12 Jan 2021","21","2.82"
"MFP","12 Jan 2021","22","9.15"
"MFP","12 Jan 2021","23","9.15"
"MFP","12 Jan 2021","24","1.33"
"MFP","12 Jan 2021","25","1.28"
"MFP","12 Jan 2021","26","1.33"
"MFP","12 Jan 2021","27","1.33"
"MFP","12 Jan 2021","28","2.78"
"MFP","12 Jan 2021","29","8.00"
"MFP","12 Jan 2021","30","2.50"
"MFP","12 Jan 2021","31","1.33"
"MFP","12 Jan 2021","32","1.88"
"MFP","12 Jan 2021","33","8.00"
"MFP","12 Jan 2021","34","2.50"
"MFP","12 Jan 2021","35","5.14"
"MFP","12 Jan 2021","36","4.97"
"MFP","12 Jan 2021","37","5.29"
"MFP","12 Jan 2021","38","6.00"
"MFP","12 Jan 2021","39","6.34"
"MFP","12 Jan 2021","40","8.00"
"MFP","12 Jan 2021","41","5.29"
"MFP","12 Jan 2021","42","1.33"
"MFP","12 Jan 2021","43","1.33"
"MFP","12 Jan 2021","44","1.33"
"MFP","12 Jan 2021","45","0.10"
"MFP","12 Jan 2021","46","0.50"
"MFP","12 Jan 2021","47","0.10"
"MFP","12 Jan 2021","48","0.01"
"MFP","13 Jan 2021","1","0.01"
"MFP","13 Jan 2021","2","0.01"
"MFP","13 Jan 2021","3","0.01"
"MFP","13 Jan 2021","4","0.01"
"MFP","13 Jan 2021","5","0.01"
"MFP","13 Jan 2021","6","0.01"
"MFP","13 Jan 2021","7","0.01"
"MFP","13 Jan 2021","8","0.01"
"MFP","13 Jan 2021","9","0.01"
"MFP","13 Jan 2021","10","0.01"
"MFP","13 Jan 2021","11","0.01"
"MFP","13 Jan 2021","12","0.01"
"MFP","13 Jan 2021","13","0.90"
"MFP","13 Jan 2021","14","0.60"
"MFP","13 Jan 2021","15","0.90"
"MFP","13 Jan 2021","16","0.90"
"MFP","13 Jan 2021","17","0.90"
"MFP","13 Jan 2021","18","0.90"
"MFP","13 Jan 2021","19","0.90"
"MFP","13 Jan 2021","20","0.88"
"MFP","13 Jan 2021","21","0.88"
"MFP","13 Jan 2021","22","1.01"
"MFP","13 Jan 2021","23","0.88"
"MFP","13 Jan 2021","24","0.32"
"MFP","13 Jan 2021","25","0.01"
"MFP","13 Jan 2021","26","0.01"
"MFP","13 Jan 2021","27","0.32"
"MFP","13 Jan 2021","28","0.88"
"MFP","13 Jan 2021","29","0.50"
"MFP","13 Jan 2021","30","0.56"
"MFP","13 Jan 2021","31","0.01"
"MFP","13 Jan 2021","32","0.88"
"MFP","13 Jan 2021","33","0.50"
"MFP","13 Jan 2021","34","0.50"
"MFP","13 Jan 2021","35","0.50"
"MFP","13 Jan 2021","36","0.60"
"MFP","13 Jan 2021","37","1.00"
"MFP","13 Jan 2021","38","0.90"
"MFP","13 Jan 2021","39","1.00"
"MFP","13 Jan 2021","40","0.90"
"MFP","13 Jan 2021","41","0.88"
"MFP","13 Jan 2021","42","0.10"
"MFP","13 Jan 2021","43","0.01"
"MFP","13 Jan 2021","44","0.01"
"MFP","13 Jan 2021","45","0.10"
"MFP","13 Jan 2021","46","0.10"
