"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","09 Aug 2021","13","8.00"
"MFP","09 Aug 2021","14","12.12"
"MFP","09 Aug 2021","15","15.88"
"MFP","09 Aug 2021","16","20.02"
"MFP","09 Aug 2021","17","15.88"
"MFP","09 Aug 2021","18","20.02"
"MFP","09 Aug 2021","19","13.33"
"MFP","09 Aug 2021","20","12.12"
"MFP","09 Aug 2021","21","9.88"
"MFP","09 Aug 2021","22","8.49"
"MFP","09 Aug 2021","23","8.49"
"MFP","09 Aug 2021","24","8.49"
"MFP","09 Aug 2021","25","8.49"
"MFP","09 Aug 2021","26","8.49"
"MFP","09 Aug 2021","27","9.88"
"MFP","09 Aug 2021","28","9.88"
"MFP","09 Aug 2021","29","9.88"
"MFP","09 Aug 2021","30","9.88"
"MFP","09 Aug 2021","31","8.49"
"MFP","09 Aug 2021","32","8.49"
"MFP","09 Aug 2021","33","10.39"
"MFP","09 Aug 2021","34","12.12"
"MFP","09 Aug 2021","35","12.12"
"MFP","09 Aug 2021","36","13.33"
"MFP","09 Aug 2021","37","20.02"
"MFP","09 Aug 2021","38","20.02"
"MFP","09 Aug 2021","39","20.02"
"MFP","09 Aug 2021","40","33.70"
"MFP","09 Aug 2021","41","47.70"
"MFP","09 Aug 2021","42","75.52"
"MFP","09 Aug 2021","43","24.90"
"MFP","09 Aug 2021","44","17.70"
"MFP","09 Aug 2021","45","22.58"
"MFP","09 Aug 2021","46","14.79"
"MFP","09 Aug 2021","47","17.27"
"MFP","09 Aug 2021","48","16.87"
"MFP","10 Aug 2021","1","15.88"
"MFP","10 Aug 2021","2","12.12"
"MFP","10 Aug 2021","3","4.51"
"MFP","10 Aug 2021","4","3.28"
"MFP","10 Aug 2021","5","1.95"
"MFP","10 Aug 2021","6","1.20"
"MFP","10 Aug 2021","7","1.95"
"MFP","10 Aug 2021","8","1.95"
"MFP","10 Aug 2021","9","1.10"
"MFP","10 Aug 2021","10","1.20"
"MFP","10 Aug 2021","11","1.20"
"MFP","10 Aug 2021","12","8.00"
"MFP","10 Aug 2021","13","13.02"
"MFP","10 Aug 2021","14","16.62"
"MFP","10 Aug 2021","15","15.88"
"MFP","10 Aug 2021","16","25.52"
"MFP","10 Aug 2021","17","25.92"
"MFP","10 Aug 2021","18","38.20"
"MFP","10 Aug 2021","19","36.12"
"MFP","10 Aug 2021","20","84.79"
"MFP","10 Aug 2021","21","179.96"
"MFP","10 Aug 2021","22","179.96"
"MFP","10 Aug 2021","23","179.96"
"MFP","10 Aug 2021","24","18.21"
"MFP","10 Aug 2021","25","12.96"
"MFP","10 Aug 2021","26","13.09"
"MFP","10 Aug 2021","27","15.88"
"MFP","10 Aug 2021","28","25.52"
"MFP","10 Aug 2021","29","25.52"
"MFP","10 Aug 2021","30","25.52"
"MFP","10 Aug 2021","31","18.90"
"MFP","10 Aug 2021","32","18.00"
"MFP","10 Aug 2021","33","20.72"
"MFP","10 Aug 2021","34","54.28"
"MFP","10 Aug 2021","35","23.64"
"MFP","10 Aug 2021","36","18.61"
"MFP","10 Aug 2021","37","39.73"
"MFP","10 Aug 2021","38","49.08"
"MFP","10 Aug 2021","39","30.94"
"MFP","10 Aug 2021","40","27.35"
"MFP","10 Aug 2021","41","20.99"
"MFP","10 Aug 2021","42","19.00"
"MFP","10 Aug 2021","43","8.00"
"MFP","10 Aug 2021","44","8.00"
"MFP","10 Aug 2021","45","8.00"
"MFP","10 Aug 2021","46","5.96"
"MFP","10 Aug 2021","47","1.33"
"MFP","10 Aug 2021","48","1.33"
"MFP","11 Aug 2021","1","14.88"
"MFP","11 Aug 2021","2","12.12"
"MFP","11 Aug 2021","3","8.62"
"MFP","11 Aug 2021","4","9.88"
"MFP","11 Aug 2021","5","1.33"
"MFP","11 Aug 2021","6","1.33"
"MFP","11 Aug 2021","7","1.00"
"MFP","11 Aug 2021","8","1.00"
"MFP","11 Aug 2021","9","1.00"
"MFP","11 Aug 2021","10","1.00"
"MFP","11 Aug 2021","11","1.00"
"MFP","11 Aug 2021","12","8.00"
"MFP","11 Aug 2021","13","15.88"
"MFP","11 Aug 2021","14","15.88"
"MFP","11 Aug 2021","15","12.12"
"MFP","11 Aug 2021","16","15.88"
"MFP","11 Aug 2021","17","21.30"
"MFP","11 Aug 2021","18","25.52"
"MFP","11 Aug 2021","19","21.70"
"MFP","11 Aug 2021","20","25.52"
"MFP","11 Aug 2021","21","68.98"
"MFP","11 Aug 2021","22","89.99"
"MFP","11 Aug 2021","23","26.24"
"MFP","11 Aug 2021","24","19.99"
"MFP","11 Aug 2021","25","13.70"
"MFP","11 Aug 2021","26","15.78"
"MFP","11 Aug 2021","27","20.79"
"MFP","11 Aug 2021","28","21.25"
"MFP","11 Aug 2021","29","20.08"
"MFP","11 Aug 2021","30","17.27"
"MFP","11 Aug 2021","31","19.00"
"MFP","11 Aug 2021","32","19.99"
"MFP","11 Aug 2021","33","13.33"
"MFP","11 Aug 2021","34","13.69"
"MFP","11 Aug 2021","35","13.32"
"MFP","11 Aug 2021","36","13.82"
"MFP","11 Aug 2021","37","17.62"
"MFP","11 Aug 2021","38","14.36"
"MFP","11 Aug 2021","39","17.60"
"MFP","11 Aug 2021","40","33.33"
"MFP","11 Aug 2021","41","12.75"
"MFP","11 Aug 2021","42","12.14"
"MFP","11 Aug 2021","43","8.00"
"MFP","11 Aug 2021","44","12.48"
"MFP","11 Aug 2021","45","12.31"
"MFP","11 Aug 2021","46","2.00"
"MFP","11 Aug 2021","47","1.28"
"MFP","11 Aug 2021","48","1.20"
"MFP","12 Aug 2021","1","10.61"
"MFP","12 Aug 2021","2","2.41"
"MFP","12 Aug 2021","3","1.00"
"MFP","12 Aug 2021","4","1.00"
"MFP","12 Aug 2021","5","1.00"
"MFP","12 Aug 2021","6","1.00"
"MFP","12 Aug 2021","7","1.00"
"MFP","12 Aug 2021","8","1.00"
"MFP","12 Aug 2021","9","1.00"
"MFP","12 Aug 2021","10","1.00"
"MFP","12 Aug 2021","11","1.00"
"MFP","12 Aug 2021","12","8.00"
"MFP","12 Aug 2021","13","12.12"
"MFP","12 Aug 2021","14","8.00"
"MFP","12 Aug 2021","15","12.12"
"MFP","12 Aug 2021","16","15.88"
"MFP","12 Aug 2021","17","13.33"
"MFP","12 Aug 2021","18","27.99"
"MFP","12 Aug 2021","19","20.12"
"MFP","12 Aug 2021","20","20.02"
"MFP","12 Aug 2021","21","178.88"
"MFP","12 Aug 2021","22","178.88"
"MFP","12 Aug 2021","23","178.87"
"MFP","12 Aug 2021","24","19.99"
"MFP","12 Aug 2021","25","19.99"
"MFP","12 Aug 2021","26","19.99"
"MFP","12 Aug 2021","27","20.12"
"MFP","12 Aug 2021","28","100.55"
"MFP","12 Aug 2021","29","125.53"
"MFP","12 Aug 2021","30","125.64"
"MFP","12 Aug 2021","31","17.28"
"MFP","12 Aug 2021","32","16.88"
"MFP","12 Aug 2021","33","15.88"
"MFP","12 Aug 2021","34","17.43"
"MFP","12 Aug 2021","35","13.33"
"MFP","12 Aug 2021","36","12.84"
"MFP","12 Aug 2021","37","20.11"
"MFP","12 Aug 2021","38","12.12"
"MFP","12 Aug 2021","39","9.88"
"MFP","12 Aug 2021","40","12.12"
"MFP","12 Aug 2021","41","8.00"
"MFP","12 Aug 2021","42","3.99"
"MFP","12 Aug 2021","43","8.00"
"MFP","12 Aug 2021","44","12.12"
"MFP","12 Aug 2021","45","11.02"
"MFP","12 Aug 2021","46","11.02"
"MFP","12 Aug 2021","47","1.33"
"MFP","12 Aug 2021","48","1.28"
"MFP","13 Aug 2021","1","14.88"
"MFP","13 Aug 2021","2","4.17"
"MFP","13 Aug 2021","3","1.58"
"MFP","13 Aug 2021","4","1.58"
"MFP","13 Aug 2021","5","1.20"
"MFP","13 Aug 2021","6","1.00"
"MFP","13 Aug 2021","7","0.90"
"MFP","13 Aug 2021","8","1.13"
"MFP","13 Aug 2021","9","1.00"
"MFP","13 Aug 2021","10","1.18"
"MFP","13 Aug 2021","11","1.20"
"MFP","13 Aug 2021","12","8.00"
"MFP","13 Aug 2021","13","8.00"
"MFP","13 Aug 2021","14","8.00"
"MFP","13 Aug 2021","15","13.74"
"MFP","13 Aug 2021","16","13.33"
"MFP","13 Aug 2021","17","14.43"
"MFP","13 Aug 2021","18","24.86"
"MFP","13 Aug 2021","19","14.02"
"MFP","13 Aug 2021","20","18.90"
"MFP","13 Aug 2021","21","21.60"
"MFP","13 Aug 2021","22","20.52"
"MFP","13 Aug 2021","23","20.51"
"MFP","13 Aug 2021","24","13.73"
"MFP","13 Aug 2021","25","10.52"
"MFP","13 Aug 2021","26","12.52"
"MFP","13 Aug 2021","27","20.51"
"MFP","13 Aug 2021","28","20.52"
"MFP","13 Aug 2021","29","20.52"
"MFP","13 Aug 2021","30","17.28"
"MFP","13 Aug 2021","31","13.33"
"MFP","13 Aug 2021","32","16.88"
"MFP","13 Aug 2021","33","12.12"
"MFP","13 Aug 2021","34","10.02"
"MFP","13 Aug 2021","35","6.25"
"MFP","13 Aug 2021","36","8.84"
"MFP","13 Aug 2021","37","12.12"
"MFP","13 Aug 2021","38","12.12"
"MFP","13 Aug 2021","39","11.16"
"MFP","13 Aug 2021","40","10.28"
"MFP","13 Aug 2021","41","9.19"
"MFP","13 Aug 2021","42","12.12"
"MFP","13 Aug 2021","43","12.11"
"MFP","13 Aug 2021","44","12.11"
"MFP","13 Aug 2021","45","14.88"
"MFP","13 Aug 2021","46","11.93"
"MFP","13 Aug 2021","47","1.33"
"MFP","13 Aug 2021","48","16.28"
"MFP","14 Aug 2021","1","8.00"
"MFP","14 Aug 2021","2","1.98"
"MFP","14 Aug 2021","3","0.90"
"MFP","14 Aug 2021","4","1.00"
"MFP","14 Aug 2021","5","0.90"
"MFP","14 Aug 2021","6","1.00"
"MFP","14 Aug 2021","7","0.90"
"MFP","14 Aug 2021","8","0.90"
"MFP","14 Aug 2021","9","0.88"
"MFP","14 Aug 2021","10","1.20"
"MFP","14 Aug 2021","11","0.90"
"MFP","14 Aug 2021","12","2.80"
"MFP","14 Aug 2021","13","9.88"
"MFP","14 Aug 2021","14","12.12"
"MFP","14 Aug 2021","15","15.88"
"MFP","14 Aug 2021","16","17.87"
"MFP","14 Aug 2021","17","18.55"
"MFP","14 Aug 2021","18","15.88"
"MFP","14 Aug 2021","19","13.33"
"MFP","14 Aug 2021","20","10.29"
"MFP","14 Aug 2021","21","10.65"
"MFP","14 Aug 2021","22","8.06"
"MFP","14 Aug 2021","23","1.33"
"MFP","14 Aug 2021","24","1.33"
"MFP","14 Aug 2021","25","4.34"
"MFP","14 Aug 2021","26","7.02"
"MFP","14 Aug 2021","27","10.92"
"MFP","14 Aug 2021","28","8.81"
"MFP","14 Aug 2021","29","6.53"
"MFP","14 Aug 2021","30","6.53"
"MFP","14 Aug 2021","31","5.31"
"MFP","14 Aug 2021","32","3.82"
"MFP","14 Aug 2021","33","1.82"
"MFP","14 Aug 2021","34","4.85"
"MFP","14 Aug 2021","35","3.85"
