"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","12 Feb 2021","16","9.88"
"MFP","12 Feb 2021","17","12.55"
"MFP","12 Feb 2021","18","13.55"
"MFP","12 Feb 2021","19","12.46"
"MFP","12 Feb 2021","20","12.86"
"MFP","12 Feb 2021","21","11.47"
"MFP","12 Feb 2021","22","9.88"
"MFP","12 Feb 2021","23","9.88"
"MFP","12 Feb 2021","24","9.70"
"MFP","12 Feb 2021","25","9.88"
"MFP","12 Feb 2021","26","9.94"
"MFP","12 Feb 2021","27","9.97"
"MFP","12 Feb 2021","28","10.58"
"MFP","12 Feb 2021","29","10.50"
"MFP","12 Feb 2021","30","10.51"
"MFP","12 Feb 2021","31","10.39"
"MFP","12 Feb 2021","32","10.55"
"MFP","12 Feb 2021","33","11.05"
"MFP","12 Feb 2021","34","11.39"
"MFP","12 Feb 2021","35","11.07"
"MFP","12 Feb 2021","36","12.12"
"MFP","12 Feb 2021","37","15.01"
"MFP","12 Feb 2021","38","15.24"
"MFP","12 Feb 2021","39","15.88"
"MFP","12 Feb 2021","40","16.82"
"MFP","12 Feb 2021","41","16.71"
"MFP","12 Feb 2021","42","16.48"
"MFP","12 Feb 2021","43","16.33"
"MFP","12 Feb 2021","44","14.84"
"MFP","12 Feb 2021","45","13.32"
"MFP","12 Feb 2021","46","12.11"
"MFP","12 Feb 2021","47","8.00"
"MFP","12 Feb 2021","48","2.59"
"MFP","13 Feb 2021","1","3.73"
"MFP","13 Feb 2021","2","2.73"
"MFP","13 Feb 2021","3","1.57"
"MFP","13 Feb 2021","4","1.33"
"MFP","13 Feb 2021","5","1.20"
"MFP","13 Feb 2021","6","0.88"
"MFP","13 Feb 2021","7","0.88"
"MFP","13 Feb 2021","8","0.88"
"MFP","13 Feb 2021","9","4.90"
"MFP","13 Feb 2021","10","1.00"
"MFP","13 Feb 2021","11","1.20"
"MFP","13 Feb 2021","12","6.54"
"MFP","13 Feb 2021","13","8.00"
"MFP","13 Feb 2021","14","8.00"
