"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","10 Mar 2021","42","8.84"
"MFP","10 Mar 2021","43","14.16"
"MFP","10 Mar 2021","44","10.75"
"MFP","10 Mar 2021","45","10.49"
"MFP","10 Mar 2021","46","8.27"
"MFP","10 Mar 2021","47","1.69"
"MFP","10 Mar 2021","48","1.10"
"MFP","11 Mar 2021","1","1.20"
"MFP","11 Mar 2021","2","1.00"
"MFP","11 Mar 2021","3","0.90"
"MFP","11 Mar 2021","4","0.90"
"MFP","11 Mar 2021","5","0.90"
"MFP","11 Mar 2021","6","0.90"
"MFP","11 Mar 2021","7","0.90"
"MFP","11 Mar 2021","8","0.90"
"MFP","11 Mar 2021","9","0.90"
"MFP","11 Mar 2021","10","0.90"
"MFP","11 Mar 2021","11","1.00"
"MFP","11 Mar 2021","12","1.28"
"MFP","11 Mar 2021","13","2.80"
"MFP","11 Mar 2021","14","2.80"
"MFP","11 Mar 2021","15","9.41"
"MFP","11 Mar 2021","16","15.00"
"MFP","11 Mar 2021","17","17.69"
"MFP","11 Mar 2021","18","19.24"
"MFP","11 Mar 2021","19","15.22"
"MFP","11 Mar 2021","20","13.50"
"MFP","11 Mar 2021","21","15.66"
"MFP","11 Mar 2021","22","14.75"
"MFP","11 Mar 2021","23","14.58"
"MFP","11 Mar 2021","24","12.78"
"MFP","11 Mar 2021","25","12.12"
"MFP","11 Mar 2021","26","12.78"
"MFP","11 Mar 2021","27","15.68"
"MFP","11 Mar 2021","28","16.20"
"MFP","11 Mar 2021","29","16.58"
"MFP","11 Mar 2021","30","15.44"
"MFP","11 Mar 2021","31","15.40"
"MFP","11 Mar 2021","32","15.47"
"MFP","11 Mar 2021","33","15.74"
"MFP","11 Mar 2021","34","15.37"
"MFP","11 Mar 2021","35","15.28"
"MFP","11 Mar 2021","36","12.89"
"MFP","11 Mar 2021","37","15.48"
"MFP","11 Mar 2021","38","13.33"
"MFP","11 Mar 2021","39","13.33"
"MFP","11 Mar 2021","40","10.68"
"MFP","11 Mar 2021","41","10.37"
"MFP","11 Mar 2021","42","9.97"
"MFP","11 Mar 2021","43","14.76"
"MFP","11 Mar 2021","44","11.45"
"MFP","11 Mar 2021","45","9.88"
"MFP","11 Mar 2021","46","4.11"
"MFP","11 Mar 2021","47","2.29"
"MFP","11 Mar 2021","48","2.09"
"MFP","12 Mar 2021","1","1.20"
"MFP","12 Mar 2021","2","1.00"
"MFP","12 Mar 2021","3","0.90"
"MFP","12 Mar 2021","4","0.90"
"MFP","12 Mar 2021","5","0.90"
"MFP","12 Mar 2021","6","0.90"
"MFP","12 Mar 2021","7","0.90"
"MFP","12 Mar 2021","8","0.90"
"MFP","12 Mar 2021","9","0.90"
"MFP","12 Mar 2021","10","0.90"
"MFP","12 Mar 2021","11","1.00"
"MFP","12 Mar 2021","12","1.28"
"MFP","12 Mar 2021","13","2.80"
"MFP","12 Mar 2021","14","3.50"
"MFP","12 Mar 2021","15","10.46"
"MFP","12 Mar 2021","16","15.00"
"MFP","12 Mar 2021","17","19.43"
"MFP","12 Mar 2021","18","22.13"
"MFP","12 Mar 2021","19","30.49"
"MFP","12 Mar 2021","20","32.67"
"MFP","12 Mar 2021","21","48.48"
"MFP","12 Mar 2021","22","49.47"
"MFP","12 Mar 2021","23","46.50"
"MFP","12 Mar 2021","24","42.02"
"MFP","12 Mar 2021","25","30.48"
"MFP","12 Mar 2021","26","17.32"
"MFP","12 Mar 2021","27","15.44"
"MFP","12 Mar 2021","28","16.01"
"MFP","12 Mar 2021","29","16.24"
"MFP","12 Mar 2021","30","13.33"
"MFP","12 Mar 2021","31","12.12"
"MFP","12 Mar 2021","32","12.12"
"MFP","12 Mar 2021","33","12.23"
"MFP","12 Mar 2021","34","11.22"
"MFP","12 Mar 2021","35","10.46"
"MFP","12 Mar 2021","36","8.74"
"MFP","12 Mar 2021","37","13.69"
