"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","11 Nov 2021","42","11.66"
"MFP","11 Nov 2021","43","9.88"
"MFP","11 Nov 2021","44","10.00"
"MFP","11 Nov 2021","45","10.00"
"MFP","11 Nov 2021","46","10.00"
"MFP","11 Nov 2021","47","9.88"
"MFP","11 Nov 2021","48","8.00"
"MFP","12 Nov 2021","1","8.00"
"MFP","12 Nov 2021","2","8.00"
"MFP","12 Nov 2021","3","8.00"
"MFP","12 Nov 2021","4","8.00"
"MFP","12 Nov 2021","5","8.00"
"MFP","12 Nov 2021","6","8.00"
"MFP","12 Nov 2021","7","8.00"
"MFP","12 Nov 2021","8","1.33"
"MFP","12 Nov 2021","9","8.00"
"MFP","12 Nov 2021","10","8.00"
"MFP","12 Nov 2021","11","8.00"
"MFP","12 Nov 2021","12","12.03"
"MFP","12 Nov 2021","13","12.12"
"MFP","12 Nov 2021","14","12.12"
"MFP","12 Nov 2021","15","13.33"
"MFP","12 Nov 2021","16","15.88"
"MFP","12 Nov 2021","17","15.88"
"MFP","12 Nov 2021","18","33.33"
"MFP","12 Nov 2021","19","13.33"
"MFP","12 Nov 2021","20","13.33"
"MFP","12 Nov 2021","21","13.33"
"MFP","12 Nov 2021","22","12.12"
"MFP","12 Nov 2021","23","13.33"
"MFP","12 Nov 2021","24","12.12"
"MFP","12 Nov 2021","25","12.12"
"MFP","12 Nov 2021","26","12.12"
"MFP","12 Nov 2021","27","15.15"
"MFP","12 Nov 2021","28","15.49"
"MFP","12 Nov 2021","29","14.56"
"MFP","12 Nov 2021","30","12.12"
"MFP","12 Nov 2021","31","12.12"
"MFP","12 Nov 2021","32","13.33"
"MFP","12 Nov 2021","33","19.99"
"MFP","12 Nov 2021","34","19.99"
"MFP","12 Nov 2021","35","26.87"
"MFP","12 Nov 2021","36","22.11"
"MFP","12 Nov 2021","37","16.66"
"MFP","12 Nov 2021","38","16.57"
"MFP","12 Nov 2021","39","16.65"
"MFP","12 Nov 2021","40","23.16"
"MFP","12 Nov 2021","41","15.15"
"MFP","12 Nov 2021","42","12.12"
"MFP","12 Nov 2021","43","12.12"
"MFP","12 Nov 2021","44","22.88"
"MFP","12 Nov 2021","45","12.42"
"MFP","12 Nov 2021","46","10.00"
"MFP","12 Nov 2021","47","9.88"
"MFP","12 Nov 2021","48","8.00"
"MFP","13 Nov 2021","1","8.00"
"MFP","13 Nov 2021","2","8.00"
"MFP","13 Nov 2021","3","1.33"
"MFP","13 Nov 2021","4","1.33"
"MFP","13 Nov 2021","5","1.33"
"MFP","13 Nov 2021","6","1.33"
"MFP","13 Nov 2021","7","1.33"
"MFP","13 Nov 2021","8","1.28"
"MFP","13 Nov 2021","9","1.33"
"MFP","13 Nov 2021","10","1.33"
"MFP","13 Nov 2021","11","1.33"
"MFP","13 Nov 2021","12","10.00"
"MFP","13 Nov 2021","13","10.00"
"MFP","13 Nov 2021","14","10.00"
"MFP","13 Nov 2021","15","12.12"
"MFP","13 Nov 2021","16","13.99"
"MFP","13 Nov 2021","17","15.88"
"MFP","13 Nov 2021","18","22.11"
"MFP","13 Nov 2021","19","21.73"
"MFP","13 Nov 2021","20","15.14"
"MFP","13 Nov 2021","21","24.74"
"MFP","13 Nov 2021","22","22.48"
"MFP","13 Nov 2021","23","22.48"
"MFP","13 Nov 2021","24","21.47"
"MFP","13 Nov 2021","25","22.89"
"MFP","13 Nov 2021","26","22.47"
"MFP","13 Nov 2021","27","22.89"
"MFP","13 Nov 2021","28","21.48"
"MFP","13 Nov 2021","29","19.98"
"MFP","13 Nov 2021","30","15.88"
"MFP","13 Nov 2021","31","15.14"
"MFP","13 Nov 2021","32","15.14"
"MFP","13 Nov 2021","33","15.14"
"MFP","13 Nov 2021","34","15.14"
"MFP","13 Nov 2021","35","15.14"
"MFP","13 Nov 2021","36","19.98"
"MFP","13 Nov 2021","37","36.86"
"MFP","13 Nov 2021","38","53.73"
"MFP","13 Nov 2021","39","75.11"
"MFP","13 Nov 2021","40","74.93"
"MFP","13 Nov 2021","41","29.62"
"MFP","13 Nov 2021","42","22.12"
"MFP","13 Nov 2021","43","28.76"
"MFP","13 Nov 2021","44","22.47"
"MFP","13 Nov 2021","45","27.99"
"MFP","13 Nov 2021","46","13.33"
"MFP","13 Nov 2021","47","12.12"
"MFP","13 Nov 2021","48","11.45"
"MFP","14 Nov 2021","1","10.00"
"MFP","14 Nov 2021","2","8.00"
