"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","CONRESE","25 Jul 2021","48","3.07"
"MRP","PRIRESA","26 Jul 2021","1","0.06"
"MRP","PRIRESA","26 Jul 2021","2","0.06"
"MRP","PRIRESA","26 Jul 2021","3","0.02"
"MRP","PRIRESA","26 Jul 2021","4","0.02"
"MRP","PRIRESA","26 Jul 2021","5","0.01"
"MRP","PRIRESA","26 Jul 2021","6","0.01"
"MRP","PRIRESA","26 Jul 2021","7","0.06"
"MRP","PRIRESA","26 Jul 2021","8","0.06"
"MRP","PRIRESA","26 Jul 2021","9","0.06"
"MRP","PRIRESA","26 Jul 2021","10","0.01"
"MRP","PRIRESA","26 Jul 2021","11","0.06"
"MRP","PRIRESA","26 Jul 2021","12","0.59"
"MRP","PRIRESA","26 Jul 2021","13","0.08"
"MRP","PRIRESA","26 Jul 2021","14","0.06"
"MRP","PRIRESA","26 Jul 2021","15","0.06"
"MRP","PRIRESA","26 Jul 2021","16","0.06"
"MRP","PRIRESA","26 Jul 2021","17","0.06"
"MRP","PRIRESA","26 Jul 2021","18","0.06"
"MRP","PRIRESA","26 Jul 2021","19","0.06"
"MRP","PRIRESA","26 Jul 2021","20","0.16"
"MRP","PRIRESA","26 Jul 2021","21","0.88"
"MRP","PRIRESA","26 Jul 2021","22","0.16"
"MRP","PRIRESA","26 Jul 2021","23","0.16"
"MRP","PRIRESA","26 Jul 2021","24","0.06"
"MRP","PRIRESA","26 Jul 2021","25","0.06"
"MRP","PRIRESA","26 Jul 2021","26","0.06"
"MRP","PRIRESA","26 Jul 2021","27","0.06"
"MRP","PRIRESA","26 Jul 2021","28","0.06"
"MRP","PRIRESA","26 Jul 2021","29","0.06"
"MRP","PRIRESA","26 Jul 2021","30","0.06"
"MRP","PRIRESA","26 Jul 2021","31","0.08"
"MRP","PRIRESA","26 Jul 2021","32","0.06"
"MRP","PRIRESA","26 Jul 2021","33","0.06"
"MRP","PRIRESA","26 Jul 2021","34","0.06"
"MRP","PRIRESA","26 Jul 2021","35","0.06"
"MRP","PRIRESA","26 Jul 2021","36","0.06"
"MRP","PRIRESA","26 Jul 2021","37","0.06"
"MRP","PRIRESA","26 Jul 2021","38","0.06"
"MRP","PRIRESA","26 Jul 2021","39","0.06"
"MRP","PRIRESA","26 Jul 2021","40","0.06"
"MRP","PRIRESA","26 Jul 2021","41","0.06"
"MRP","PRIRESA","26 Jul 2021","42","0.06"
"MRP","PRIRESA","26 Jul 2021","43","0.06"
"MRP","PRIRESA","26 Jul 2021","44","0.06"
"MRP","PRIRESA","26 Jul 2021","45","0.03"
"MRP","PRIRESA","26 Jul 2021","46","0.03"
"MRP","PRIRESA","26 Jul 2021","47","0.06"
"MRP","PRIRESA","26 Jul 2021","48","1.56"
"MRP","PRIRESB","26 Jul 2021","1","0.05"
"MRP","PRIRESB","26 Jul 2021","2","0.05"
"MRP","PRIRESB","26 Jul 2021","3","0.02"
"MRP","PRIRESB","26 Jul 2021","4","0.01"
"MRP","PRIRESB","26 Jul 2021","5","0.01"
"MRP","PRIRESB","26 Jul 2021","6","0.01"
"MRP","PRIRESB","26 Jul 2021","7","0.05"
"MRP","PRIRESB","26 Jul 2021","8","0.05"
"MRP","PRIRESB","26 Jul 2021","9","0.05"
"MRP","PRIRESB","26 Jul 2021","10","0.01"
"MRP","PRIRESB","26 Jul 2021","11","0.05"
"MRP","PRIRESB","26 Jul 2021","12","0.50"
"MRP","PRIRESB","26 Jul 2021","13","0.07"
"MRP","PRIRESB","26 Jul 2021","14","0.05"
"MRP","PRIRESB","26 Jul 2021","15","0.05"
"MRP","PRIRESB","26 Jul 2021","16","0.05"
"MRP","PRIRESB","26 Jul 2021","17","0.05"
"MRP","PRIRESB","26 Jul 2021","18","0.05"
"MRP","PRIRESB","26 Jul 2021","19","0.05"
"MRP","PRIRESB","26 Jul 2021","20","0.14"
"MRP","PRIRESB","26 Jul 2021","21","0.75"
"MRP","PRIRESB","26 Jul 2021","22","0.14"
"MRP","PRIRESB","26 Jul 2021","23","0.14"
"MRP","PRIRESB","26 Jul 2021","24","0.05"
"MRP","PRIRESB","26 Jul 2021","25","0.05"
"MRP","PRIRESB","26 Jul 2021","26","0.05"
"MRP","PRIRESB","26 Jul 2021","27","0.05"
"MRP","PRIRESB","26 Jul 2021","28","0.05"
"MRP","PRIRESB","26 Jul 2021","29","0.05"
"MRP","PRIRESB","26 Jul 2021","30","0.05"
"MRP","PRIRESB","26 Jul 2021","31","0.07"
"MRP","PRIRESB","26 Jul 2021","32","0.05"
"MRP","PRIRESB","26 Jul 2021","33","0.05"
"MRP","PRIRESB","26 Jul 2021","34","0.05"
"MRP","PRIRESB","26 Jul 2021","35","0.05"
"MRP","PRIRESB","26 Jul 2021","36","0.05"
"MRP","PRIRESB","26 Jul 2021","37","0.05"
"MRP","PRIRESB","26 Jul 2021","38","0.05"
"MRP","PRIRESB","26 Jul 2021","39","0.05"
