"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESD","01 Feb 2021","1","2.11"
"MRP","PRIRESD","01 Feb 2021","2","2.19"
"MRP","PRIRESD","01 Feb 2021","3","1.07"
"MRP","PRIRESD","01 Feb 2021","4","1.13"
"MRP","PRIRESD","01 Feb 2021","5","1.06"
"MRP","PRIRESD","01 Feb 2021","6","2.93"
"MRP","PRIRESD","01 Feb 2021","7","1.13"
"MRP","PRIRESD","01 Feb 2021","8","1.06"
"MRP","PRIRESD","01 Feb 2021","9","1.06"
"MRP","PRIRESD","01 Feb 2021","10","1.13"
"MRP","PRIRESD","01 Feb 2021","11","1.06"
"MRP","PRIRESD","01 Feb 2021","12","0.78"
"MRP","PRIRESD","01 Feb 2021","13","0.94"
"MRP","PRIRESD","01 Feb 2021","14","0.94"
"MRP","PRIRESD","01 Feb 2021","15","1.06"
"MRP","PRIRESD","01 Feb 2021","16","0.59"
"MRP","PRIRESD","01 Feb 2021","17","0.79"
"MRP","PRIRESD","01 Feb 2021","18","0.79"
"MRP","PRIRESD","01 Feb 2021","19","0.79"
"MRP","PRIRESD","01 Feb 2021","20","0.42"
"MRP","PRIRESD","01 Feb 2021","21","0.42"
"MRP","PRIRESD","01 Feb 2021","22","0.53"
"MRP","PRIRESD","01 Feb 2021","23","0.59"
"MRP","PRIRESD","01 Feb 2021","24","0.58"
"MRP","PRIRESD","01 Feb 2021","25","0.42"
"MRP","PRIRESD","01 Feb 2021","26","0.53"
"MRP","PRIRESD","01 Feb 2021","27","0.59"
"MRP","PRIRESD","01 Feb 2021","28","0.58"
"MRP","PRIRESD","01 Feb 2021","29","0.53"
"MRP","PRIRESD","01 Feb 2021","30","0.53"
"MRP","PRIRESD","01 Feb 2021","31","0.59"
"MRP","PRIRESD","01 Feb 2021","32","0.58"
"MRP","PRIRESD","01 Feb 2021","33","0.58"
"MRP","PRIRESD","01 Feb 2021","34","0.53"
"MRP","PRIRESD","01 Feb 2021","35","0.35"
"MRP","PRIRESD","01 Feb 2021","36","0.59"
